"Estado","% Ocupación"
"Durango","69.23"
"Coahuila de Zaragoza","66.66"
"Baja California","60.00"
"Chihuahua","58.13"
"Sonora","55.00"
"Aguascalientes","54.83"
"Querétaro","50.00"
"Zacatecas","38.88"
"Nuevo León","24.24"
"Puebla","20.45"
"Ciudad de México","19.62"
"México","18.18"
"Tamaulipas","17.74"
"San Luis Potosí","14.81"
"Sinaloa","14.00"
"Tabasco","7.69"
"Guanajuato","7.40"
"Jalisco","6.74"
"Veracruz de Ignacio de La Llave","4.25"
"Guerrero","1.23"
"Michoacán de Ocampo","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Yucatán","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
"Colima","0.00"
"Nayarit","0.00"
