"Estado","% Ocupación"
"Aguascalientes","75.00"
"Ciudad de México","68.65"
"Jalisco","64.80"
"Querétaro","58.82"
"Nuevo León","53.81"
"Durango","51.11"
"Coahuila de Zaragoza","45.45"
"Tamaulipas","43.05"
"Sonora","42.50"
"Chihuahua","41.02"
"Oaxaca","40.74"
"Puebla","39.28"
"Michoacán de Ocampo","37.50"
"Veracruz de Ignacio de La Llave","36.50"
"Tabasco","34.06"
"San Luis Potosí","32.55"
"Guanajuato","30.90"
"Yucatán","30.76"
"México","29.60"
"Zacatecas","27.77"
"Hidalgo","23.07"
"Baja California","19.35"
"Sinaloa","18.03"
"Guerrero","12.50"
"Campeche","6.66"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
