"Estado","% Ocupación"
"Zacatecas","100.00"
"Aguascalientes","65.62"
"Querétaro","56.25"
"Durango","55.81"
"Baja California","50.00"
"Chihuahua","48.57"
"Coahuila de Zaragoza","44.44"
"San Luis Potosí","41.30"
"Sonora","37.83"
"Ciudad de México","32.82"
"Nuevo León","29.05"
"Guanajuato","26.78"
"Quintana Roo","25.00"
"Hidalgo","23.07"
"Sinaloa","23.07"
"Puebla","21.42"
"Tamaulipas","20.00"
"Jalisco","16.27"
"Tabasco","15.78"
"México","13.08"
"Yucatán","8.33"
"Veracruz de Ignacio de La Llave","5.26"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Michoacán de Ocampo","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Morelos","0.00"
