"Estado","% Ocupación"
"Querétaro","100.00"
"Ciudad de México","22.66"
"Puebla","19.56"
"Chihuahua","19.44"
"Nuevo León","19.13"
"Michoacán de Ocampo","16.66"
"Aguascalientes","11.11"
"Durango","11.11"
"Jalisco","8.28"
"Sonora","7.69"
"Guanajuato","7.40"
"Zacatecas","5.55"
"México","5.55"
"Yucatán","4.00"
"Sinaloa","3.22"
"Veracruz de Ignacio de La Llave","2.43"
"Tabasco","1.49"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
