"Estado","% Ocupación"
"Hidalgo","61.53"
"Querétaro","56.25"
"Aguascalientes","55.00"
"Ciudad de México","53.15"
"Jalisco","48.58"
"Nuevo León","38.19"
"Michoacán de Ocampo","37.50"
"Tamaulipas","36.00"
"Sonora","34.09"
"Puebla","32.39"
"Coahuila de Zaragoza","30.76"
"Tabasco","29.06"
"México","27.55"
"San Luis Potosí","27.50"
"Veracruz de Ignacio de La Llave","20.68"
"Chihuahua","20.51"
"Baja California","19.35"
"Sinaloa","18.75"
"Guanajuato","18.51"
"Yucatán","16.66"
"Zacatecas","16.66"
"Durango","16.27"
"Guerrero","10.00"
"Campeche","3.33"
"Nayarit","0.00"
"Colima","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Oaxaca","0.00"
"Quintana Roo","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
