"Estado","% Ocupación"
"Sonora","62.16"
"Durango","57.57"
"Chihuahua","53.84"
"Zacatecas","50.00"
"Querétaro","50.00"
"Aguascalientes","48.38"
"Coahuila de Zaragoza","44.44"
"Oaxaca","33.33"
"Baja California","26.66"
"Ciudad de México","26.28"
"México","24.10"
"San Luis Potosí","22.58"
"Nuevo León","21.99"
"Puebla","19.04"
"Tamaulipas","17.18"
"Sinaloa","14.00"
"Jalisco","8.37"
"Guanajuato","6.00"
"Tabasco","4.61"
"Veracruz de Ignacio de La Llave","3.77"
"Guerrero","1.23"
"Campeche","0.00"
"Yucatán","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Michoacán de Ocampo","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Colima","0.00"
"Morelos","0.00"
