"Estado","% Ocupación"
"Hidalgo","21.73"
"Sonora","12.96"
"Oaxaca","7.69"
"Aguascalientes","7.14"
"Nuevo León","3.44"
"Michoacán de Ocampo","3.37"
"Coahuila de Zaragoza","3.22"
"Guerrero","3.12"
"Yucatán","2.83"
"Tabasco","2.77"
"Sinaloa","2.56"
"Chihuahua","2.35"
"Puebla","2.30"
"Veracruz de Ignacio de La Llave","2.04"
"México","1.80"
"Campeche","1.72"
"Jalisco","1.65"
"Ciudad de México","1.41"
"Quintana Roo","1.36"
"Zacatecas","1.23"
"Guanajuato","0.63"
"Tlaxcala","0.00"
"San Luis Potosí","0.00"
"Chiapas","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Morelos","0.00"
"Colima","0.00"
"Baja California","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
