"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","35.00"
"Nuevo León","33.92"
"Puebla","32.72"
"Chihuahua","31.42"
"Ciudad de México","31.14"
"Coahuila de Zaragoza","23.07"
"Oaxaca","16.66"
"Michoacán de Ocampo","16.66"
"Hidalgo","15.38"
"Sonora","15.38"
"Jalisco","13.83"
"Tabasco","12.67"
"Tamaulipas","12.28"
"Veracruz de Ignacio de La Llave","11.11"
"Zacatecas","11.11"
"Sinaloa","8.92"
"México","8.20"
"Yucatán","8.00"
"Guanajuato","7.40"
"San Luis Potosí","6.66"
"Guerrero","5.71"
"Durango","4.00"
"Baja California","3.70"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
