"Estado","% Ocupación"
"Aguascalientes","45.94"
"Baja California","38.38"
"Chihuahua","35.46"
"Durango","32.09"
"Coahuila de Zaragoza","22.89"
"Sonora","20.35"
"Baja California Sur","18.18"
"Zacatecas","14.67"
"Sinaloa","12.41"
"Jalisco","8.60"
"San Luis Potosí","8.40"
"Guanajuato","8.03"
"Hidalgo","7.84"
"Puebla","7.53"
"Querétaro","6.91"
"Nuevo León","6.56"
"Tlaxcala","6.25"
"Tamaulipas","5.34"
"Ciudad de México","5.30"
"Colima","5.12"
"México","4.92"
"Nayarit","4.65"
"Morelos","4.25"
"Yucatán","3.70"
"Veracruz de Ignacio de La Llave","3.67"
"Michoacán de Ocampo","3.50"
"Tabasco","3.15"
"Oaxaca","2.98"
"Guerrero","1.58"
"Chiapas","0.76"
"Quintana Roo","0.00"
"Campeche","0.00"
