"Estado","% Ocupación"
"Tlaxcala","100.00"
"Yucatán","73.91"
"Querétaro","54.54"
"Tabasco","37.70"
"Nuevo León","35.86"
"Quintana Roo","34.78"
"Zacatecas","30.00"
"Sonora","29.54"
"Tamaulipas","29.11"
"México","27.13"
"Durango","25.00"
"Sinaloa","22.97"
"Veracruz de Ignacio de La Llave","21.97"
"Aguascalientes","19.23"
"Puebla","16.21"
"Oaxaca","15.00"
"Campeche","12.50"
"Michoacán de Ocampo","12.50"
"San Luis Potosí","12.28"
"Ciudad de México","12.25"
"Jalisco","10.84"
"Chihuahua","10.00"
"Guerrero","10.00"
"Coahuila de Zaragoza","8.00"
"Chiapas","7.93"
"Colima","5.55"
"Baja California","4.65"
"Guanajuato","1.78"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
