"Estado","% Ocupación"
"Aguascalientes","75.51"
"Colima","46.15"
"Jalisco","44.44"
"Ciudad de México","40.28"
"Chihuahua","39.35"
"Nuevo León","38.02"
"Sonora","37.50"
"Baja California","35.80"
"Hidalgo","33.33"
"Zacatecas","31.64"
"Morelos","30.76"
"Nayarit","29.41"
"Durango","29.19"
"México","24.83"
"Tamaulipas","23.68"
"Puebla","23.44"
"Baja California Sur","22.95"
"Querétaro","22.74"
"Yucatán","22.03"
"Sinaloa","21.97"
"Coahuila de Zaragoza","21.42"
"San Luis Potosí","17.18"
"Oaxaca","16.66"
"Veracruz de Ignacio de La Llave","16.26"
"Guanajuato","15.48"
"Michoacán de Ocampo","15.19"
"Tabasco","15.06"
"Guerrero","11.29"
"Tlaxcala","10.52"
"Quintana Roo","10.37"
"Chiapas","3.67"
"Campeche","0.80"
