"Estado","% Ocupación"
"Zacatecas","77.77"
"Aguascalientes","64.51"
"Sonora","47.61"
"Yucatán","45.45"
"Chihuahua","44.44"
"Durango","40.00"
"Coahuila de Zaragoza","33.33"
"San Luis Potosí","27.58"
"Ciudad de México","26.74"
"Querétaro","25.00"
"Hidalgo","23.07"
"Baja California","22.58"
"Nuevo León","20.79"
"Puebla","18.60"
"Sinaloa","18.36"
"Guanajuato","14.81"
"Tabasco","14.08"
"Jalisco","12.28"
"Tamaulipas","11.47"
"México","8.24"
"Veracruz de Ignacio de La Llave","6.12"
"Quintana Roo","4.00"
"Morelos","0.00"
"Colima","0.00"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
