"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","45.00"
"Puebla","32.72"
"Nuevo León","32.47"
"Ciudad de México","31.84"
"Oaxaca","20.00"
"Michoacán de Ocampo","16.66"
"Tabasco","16.66"
"Sonora","15.78"
"Veracruz de Ignacio de La Llave","15.38"
"Hidalgo","15.38"
"Chihuahua","14.28"
"San Luis Potosí","11.11"
"Zacatecas","11.11"
"Jalisco","11.04"
"Coahuila de Zaragoza","9.09"
"México","8.02"
"Sinaloa","8.00"
"Yucatán","8.00"
"Guanajuato","7.40"
"Durango","6.66"
"Tamaulipas","5.45"
"Colima","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Quintana Roo","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
"Chiapas","0.00"
