Estado,Hospitalizados (%),Ventilación (%),UCI y Ventilación (%),Fecha
Durango,11.71,6.36,4.44,2022-03-01
Nayarit,11.11,4.54,0,2022-03-01
Zacatecas,11.11,5.17,11.11,2022-03-01
Guanajuato,8.6,5.22,7.4,2022-03-01
Tabasco,8.3,6.27,17.8,2022-03-01
Chiapas,6.78,2.98,0,2022-03-01
Quintana Roo,5.33,3.04,0,2022-03-01
Campeche,4.27,2.94,0,2022-03-01
Yucatán,2.88,6.02,8,2022-03-01
Aguascalientes,43.92,19.81,45.45,2022-03-02
Querétaro,35.48,24.67,100,2022-03-02
Nuevo León,33.49,14.32,27.94,2022-03-02
Ciudad de México,28.93,19.63,37.25,2022-03-02
Tlaxcala,23.52,26.47,0,2022-03-02
Sinaloa,23.16,3.4,17.85,2022-03-02
Chihuahua,22.22,6.59,12.82,2022-03-02
Veracruz de Ignacio de La Llave,21.7,12.12,14.54,2022-03-02
Hidalgo,21.46,9.37,7.69,2022-03-02
Quintana Roo,18.51,0,0,2022-03-02
Baja California Sur,17.94,6.17,0,2022-03-02
Puebla,17.5,8.33,30.76,2022-03-02
Sonora,17.15,8.2,19.23,2022-03-02
Jalisco,16.6,11.65,18.12,2022-03-02
Oaxaca,16.5,13.69,16.66,2022-03-02
Colima,16.5,10,0,2022-03-02
México,16.26,10.83,17.24,2022-03-02
Morelos,15.57,14.08,0,2022-03-02
Michoacán de Ocampo,14.28,10.6,16.66,2022-03-02
Coahuila de Zaragoza,13.93,5.11,30.76,2022-03-02
Guerrero,13.27,2.89,2.5,2022-03-02
Nayarit,12.72,4.76,0,2022-03-02
Baja California,12.54,10.38,7.14,2022-03-02
Durango,10.71,4.44,4,2022-03-02
San Luis Potosí,10.52,6.61,13.33,2022-03-02
Tamaulipas,9.88,9.58,14.03,2022-03-02
Zacatecas,8.88,6.03,11.11,2022-03-02
Tabasco,8.2,6.63,16.66,2022-03-02
Guanajuato,7.75,5,7.4,2022-03-02
Chiapas,6.61,3.48,0,2022-03-02
Yucatán,3.6,6.4,8,2022-03-02
Campeche,2.61,2.58,3.33,2022-03-02
Aguascalientes,38.23,20.68,45.45,2022-03-03
Querétaro,37.39,24,100,2022-03-03
Nuevo León,34.92,15.5,29.25,2022-03-03
Sinaloa,28.11,3.12,21.73,2022-03-03
Chihuahua,21.91,5.05,15.15,2022-03-03
Veracruz de Ignacio de La Llave,21.13,14.57,12.96,2022-03-03
Hidalgo,20.09,7.76,7.69,2022-03-03
Ciudad de México,20.04,15.17,27.11,2022-03-03
Colima,18.34,6.25,0,2022-03-03
Tlaxcala,18.18,27.77,0,2022-03-03
Baja California Sur,17.82,6.41,0,2022-03-03
Puebla,17.01,9.05,31.81,2022-03-03
Jalisco,16.36,10.7,17.61,2022-03-03
Sonora,16.08,10.37,16.66,2022-03-03
Nayarit,15.45,4.76,0,2022-03-03
México,15.11,12.16,12.12,2022-03-03
Oaxaca,14.28,12.85,9.09,2022-03-03
Baja California,12.56,10.18,7.14,2022-03-03
Guerrero,12.1,2.85,3.5,2022-03-03
Michoacán de Ocampo,11.75,12.5,54.54,2022-03-03
San Luis Potosí,11.27,4.91,6.89,2022-03-03
Durango,11.22,1.96,2.22,2022-03-03
Morelos,10.58,15.71,0,2022-03-03
Zacatecas,10,5.17,11.11,2022-03-03
Tamaulipas,9.86,7.89,10.52,2022-03-03
Coahuila de Zaragoza,8.93,4.51,23.07,2022-03-03
Tabasco,7.39,6.5,16.66,2022-03-03
Guanajuato,6.96,4.42,11.11,2022-03-03
Chiapas,5.79,2.61,0,2022-03-03
Yucatán,3.03,7.35,11.53,2022-03-03
Quintana Roo,2.72,1.82,0,2022-03-03
Campeche,1.64,2.54,3.33,2022-03-03
Aguascalientes,45.97,18.86,31.81,2022-03-04
Querétaro,38.7,31.81,100,2022-03-04
Nuevo León,36.45,14.28,26.63,2022-03-04
Ciudad de México,24.53,20.21,32.3,2022-03-04
Sinaloa,24.52,5.51,23.8,2022-03-04
Hidalgo,22.72,9.18,30.76,2022-03-04
Baja California Sur,21.42,7.69,0,2022-03-04
Colima,20.75,5.97,0,2022-03-04
Chihuahua,19.78,7.73,20.51,2022-03-04
Sonora,18.77,9.44,15.38,2022-03-04
Veracruz de Ignacio de La Llave,18,12.5,16.07,2022-03-04
Tlaxcala,16.66,33.33,0,2022-03-04
Oaxaca,15.62,15.51,9.09,2022-03-04
Puebla,15.15,10.44,31.25,2022-03-04
Jalisco,15.04,10.47,14.37,2022-03-04
México,14.23,11.74,10.81,2022-03-04
Durango,13.41,0.95,0,2022-03-04
Nayarit,11.81,7.14,0,2022-03-04
Zacatecas,11.11,3.44,11.11,2022-03-04
San Luis Potosí,11.03,3.05,2.56,2022-03-04
Michoacán de Ocampo,10.87,10.1,28.57,2022-03-04
Baja California,10.66,8.39,3.7,2022-03-04
Morelos,9.94,14.7,0,2022-03-04
Tamaulipas,9.21,9.09,10.52,2022-03-04
Guerrero,9.04,3.37,0,2022-03-04
Coahuila de Zaragoza,7.47,3.95,15.38,2022-03-04
Tabasco,6.33,5.12,14.08,2022-03-04
Guanajuato,5.73,4.16,9.25,2022-03-04
Chiapas,5.7,2.34,0,2022-03-04
Yucatán,3.17,8.1,11.53,2022-03-04
Quintana Roo,2.06,1.2,0,2022-03-04
Campeche,1.57,2.58,3.33,2022-03-04
Nuevo León,43.65,15.62,38.72,2022-03-05
Aguascalientes,43.02,19.44,31.81,2022-03-05
Querétaro,28.94,24.35,100,2022-03-05
Ciudad de México,22.69,17.89,25.67,2022-03-05
Hidalgo,22.56,7.36,10,2022-03-05
Baja California Sur,22.53,2.17,0,2022-03-05
Colima,22.42,6.06,0,2022-03-05
Chihuahua,21.6,4.7,26.92,2022-03-05
Sinaloa,21.45,3.61,12.5,2022-03-05
Tlaxcala,17.91,34.48,0,2022-03-05
Veracruz de Ignacio de La Llave,17.45,12.06,14,2022-03-05
Durango,15.78,0.89,4.65,2022-03-05
Oaxaca,14.77,17.24,23.07,2022-03-05
Sonora,14.1,8.92,0,2022-03-05
Puebla,13.96,11.02,30.5,2022-03-05
Nayarit,13.33,4.44,0,2022-03-05
Jalisco,13.02,10.73,13.83,2022-03-05
México,12.04,9.48,12.68,2022-03-05
San Luis Potosí,11.45,3.22,2.56,2022-03-05
Morelos,11.23,17.24,0,2022-03-05
Baja California,10.24,6.72,0,2022-03-05
Tamaulipas,9.18,8.55,8.92,2022-03-05
Michoacán de Ocampo,8.9,10.63,16.66,2022-03-05
Zacatecas,8.88,5.17,11.11,2022-03-05
Coahuila de Zaragoza,8.53,6.42,40,2022-03-05
Guerrero,8.05,2.89,0,2022-03-05
Tabasco,6.64,2.28,5.88,2022-03-05
Chiapas,5.75,1.88,0,2022-03-05
Guanajuato,4.75,3.95,11.11,2022-03-05
Yucatán,2.72,6.95,11.53,2022-03-05
Quintana Roo,2.06,1.2,0,2022-03-05
Campeche,1.48,1.78,0,2022-03-05
Aguascalientes,44.18,18.51,31.81,2022-03-06
Nuevo León,39.82,18.59,45.26,2022-03-06
Colima,32.32,10,0,2022-03-06
Querétaro,27.58,22.36,100,2022-03-06
Sinaloa,23.55,3.78,17.64,2022-03-06
Chihuahua,22.98,6.87,34.78,2022-03-06
Baja California Sur,21.12,0,0,2022-03-06
Tlaxcala,17.91,34.48,0,2022-03-06
Veracruz de Ignacio de La Llave,17.31,11.63,14.28,2022-03-06
Sonora,16.49,8.69,0,2022-03-06
Ciudad de México,15.87,11.6,21.05,2022-03-06
Oaxaca,15.62,14.51,9.09,2022-03-06
Hidalgo,14.76,10.09,31.25,2022-03-06
Durango,14,0,4.44,2022-03-06
Puebla,13.69,10.52,30.5,2022-03-06
Jalisco,13.4,10.26,14.46,2022-03-06
Morelos,12.29,17.54,0,2022-03-06
Nayarit,11.57,2.77,0,2022-03-06
México,11.56,8.24,12.28,2022-03-06
Tamaulipas,11.3,9.03,12,2022-03-06
San Luis Potosí,11.15,5.45,6.66,2022-03-06
Coahuila de Zaragoza,10.4,4.92,18.18,2022-03-06
Baja California,9.89,8.29,0,2022-03-06
Michoacán de Ocampo,9.62,7.65,16.66,2022-03-06
Zacatecas,7.77,4.31,11.11,2022-03-06
Tabasco,6.99,3.86,14.28,2022-03-06
Guerrero,6.27,1.7,0,2022-03-06
Chiapas,5.74,1.92,0,2022-03-06
Guanajuato,4.94,4.22,11.11,2022-03-06
Quintana Roo,3.4,1.21,4.54,2022-03-06
Campeche,3.04,2.81,0,2022-03-06
Yucatán,3.03,6.95,11.53,2022-03-06
Aguascalientes,45.78,18.68,35,2022-03-07
Nuevo León,37.47,15.51,33.92,2022-03-07
Colima,28.57,7.4,0,2022-03-07
Querétaro,26.08,23.37,100,2022-03-07
Chihuahua,24.41,7.34,31.42,2022-03-07
Baja California Sur,24.05,3.7,0,2022-03-07
Ciudad de México,22.83,18.19,31.14,2022-03-07
Sinaloa,20.88,3.62,8.92,2022-03-07
Hidalgo,16.74,9.64,15.38,2022-03-07
Tlaxcala,16.41,37.93,0,2022-03-07
Oaxaca,15,15.78,16.66,2022-03-07
Veracruz de Ignacio de La Llave,14.09,11.41,11.11,2022-03-07
Jalisco,13.89,9.84,13.83,2022-03-07
Durango,13.4,0,4,2022-03-07
Sonora,13.38,7.75,15.38,2022-03-07
Puebla,12.96,9.87,32.72,2022-03-07
Nayarit,12.76,7.89,0,2022-03-07
México,11.82,10.16,8.2,2022-03-07
Morelos,11.57,15.15,0,2022-03-07
San Luis Potosí,11.3,5.66,6.66,2022-03-07
Coahuila de Zaragoza,11.06,4.29,23.07,2022-03-07
Tamaulipas,10.71,7.21,12.28,2022-03-07
Baja California,10.33,5.65,3.7,2022-03-07
Michoacán de Ocampo,9.78,7.69,16.66,2022-03-07
Zacatecas,9.3,4.5,11.11,2022-03-07
Guerrero,6.07,1.76,5.71,2022-03-07
Guanajuato,4.86,3.19,7.4,2022-03-07
Tabasco,4.69,4.08,12.67,2022-03-07
Chiapas,4.61,3.43,0,2022-03-07
Quintana Roo,4.22,1.27,0,2022-03-07
Yucatán,2.46,5.98,8,2022-03-07
Campeche,1.48,1.81,0,2022-03-07
Aguascalientes,40.54,19,45,2022-03-08
Nuevo León,39.14,14.18,37.86,2022-03-08
Tlaxcala,24.24,26.66,0,2022-03-08
Baja California Sur,23.37,3.57,0,2022-03-08
Querétaro,22.8,20,100,2022-03-08
Ciudad de México,22.69,17.34,30.21,2022-03-08
Colima,21.73,9.09,0,2022-03-08
Chihuahua,19.18,6.77,28.57,2022-03-08
Sinaloa,17.84,3,7.84,2022-03-08
Hidalgo,17.69,8.77,15.38,2022-03-08
Durango,16.66,1.23,6.66,2022-03-08
Veracruz de Ignacio de La Llave,15.56,14.01,16.66,2022-03-08
Puebla,15.34,9.66,33.33,2022-03-08
Oaxaca,14,12.72,6.25,2022-03-08
Zacatecas,13.95,4.5,11.11,2022-03-08
Sonora,13.04,8.52,15.78,2022-03-08
Jalisco,12.84,11.24,15.78,2022-03-08
México,11.55,9.67,7.51,2022-03-08
Coahuila de Zaragoza,11.11,5.19,27.27,2022-03-08
Tamaulipas,11.08,6.93,9.09,2022-03-08
Michoacán de Ocampo,10.84,6.74,16.66,2022-03-08
Baja California,10.11,6.41,3.7,2022-03-08
San Luis Potosí,10.08,3.44,7.31,2022-03-08
Nayarit,8.88,7.89,0,2022-03-08
Morelos,7.93,16.41,0,2022-03-08
Guanajuato,4.94,3.18,7.4,2022-03-08
Quintana Roo,4.89,0.62,7.69,2022-03-08
Guerrero,4.6,1.26,2.5,2022-03-08
Tabasco,4.45,4.21,14.28,2022-03-08
Chiapas,4.25,2.3,0,2022-03-08
Yucatán,2.72,5.88,8,2022-03-08
Campeche,1.47,1.8,0,2022-03-08
Nuevo León,43.05,14.13,32.47,2022-03-09
Aguascalientes,41.89,18,45,2022-03-09
Querétaro,28.97,18.42,100,2022-03-09
Tlaxcala,23.88,27.58,0,2022-03-09
Ciudad de México,23.33,17.27,31.84,2022-03-09
Baja California Sur,20.77,3.57,0,2022-03-09
Colima,19.4,8.77,0,2022-03-09
Sinaloa,19.38,3.27,8,2022-03-09
Veracruz de Ignacio de La Llave,18.01,12.79,15.38,2022-03-09
Durango,17.44,0,6.66,2022-03-09
Oaxaca,15.78,13.79,20,2022-03-09
Sonora,15.55,6.83,15.78,2022-03-09
Chihuahua,13.77,4.49,14.28,2022-03-09
Hidalgo,12.66,7.82,15.38,2022-03-09
Jalisco,12.28,7.93,11.04,2022-03-09
Puebla,12.25,9.5,32.72,2022-03-09
Zacatecas,11.62,4.5,11.11,2022-03-09
México,11.55,8.8,8.02,2022-03-09
Tamaulipas,11.2,5.15,5.45,2022-03-09
Michoacán de Ocampo,11.11,6.52,16.66,2022-03-09
Coahuila de Zaragoza,9.77,4.19,9.09,2022-03-09
Nayarit,9.57,8.1,0,2022-03-09
San Luis Potosí,9.56,3.96,11.11,2022-03-09
Baja California,8.2,5.47,0,2022-03-09
Guanajuato,6.86,2.58,7.4,2022-03-09
Morelos,6.34,17.74,0,2022-03-09
Tabasco,5.24,4.1,16.66,2022-03-09
Guerrero,5.11,1.87,0,2022-03-09
Quintana Roo,4.22,0.63,0,2022-03-09
Chiapas,3.54,2.78,0,2022-03-09
Yucatán,2.43,5.85,8,2022-03-09
Campeche,0.99,1.8,0,2022-03-09
Nuevo León,44.96,15.03,33.63,2022-03-10
Aguascalientes,42.25,14.56,35,2022-03-10
Colima,22.85,9.25,0,2022-03-10
Querétaro,22.41,17.1,100,2022-03-10
Ciudad de México,22.16,17.13,29.19,2022-03-10
Baja California Sur,20.51,3.63,0,2022-03-10
Durango,17.97,0,6.66,2022-03-10
Sinaloa,17.89,3.92,14.28,2022-03-10
Chihuahua,17.61,4.16,10,2022-03-10
Veracruz de Ignacio de La Llave,17.04,11.52,15.38,2022-03-10
Tlaxcala,16.41,34.48,0,2022-03-10
Oaxaca,15.53,14.81,11.76,2022-03-10
Sonora,13.4,6.08,14.28,2022-03-10
Puebla,12.63,6.12,26.41,2022-03-10
Jalisco,12.12,7.67,10.89,2022-03-10
Nayarit,11.57,8.1,0,2022-03-10
Coahuila de Zaragoza,11.5,3.49,9.09,2022-03-10
Hidalgo,11.05,7.2,7.69,2022-03-10
Zacatecas,10.46,3.6,11.11,2022-03-10
Tamaulipas,10.25,5.67,13.46,2022-03-10
Michoacán de Ocampo,10.06,6.81,16.66,2022-03-10
México,9.42,9.24,11.5,2022-03-10
San Luis Potosí,8.97,3.6,12.82,2022-03-10
Baja California,7.86,4.52,0,2022-03-10
Morelos,6.8,16.66,0,2022-03-10
Guanajuato,6.73,2.29,7.4,2022-03-10
Tabasco,4.93,4.27,16.43,2022-03-10
Guerrero,4.85,1.94,0,2022-03-10
Chiapas,3.63,2.68,0,2022-03-10
Quintana Roo,3.52,0.63,0,2022-03-10
Yucatán,2.88,5.91,8,2022-03-10
Campeche,1.25,0.9,0,2022-03-10
Aguascalientes,34.32,14.95,35,2022-03-11
Nuevo León,25,9.52,23.3,2022-03-11
Colima,25,10.71,0,2022-03-11
Ciudad de México,21.75,15.32,27.1,2022-03-11
Baja California Sur,19.73,7.84,0,2022-03-11
Tlaxcala,17.91,34.48,0,2022-03-11
Querétaro,17.39,16.88,100,2022-03-11
Durango,16.83,0,8.57,2022-03-11
Chihuahua,16.76,4.97,12.82,2022-03-11
Veracruz de Ignacio de La Llave,14.36,12.26,19.14,2022-03-11
Sinaloa,13.52,3.64,5.88,2022-03-11
Hidalgo,11.68,2.94,7.69,2022-03-11
Coahuila de Zaragoza,11.35,2.15,0,2022-03-11
Puebla,11.33,6.17,23.52,2022-03-11
Oaxaca,11.11,13.79,11.76,2022-03-11
Tamaulipas,11.01,4.92,10.9,2022-03-11
Jalisco,10.21,7.08,9.55,2022-03-11
México,9.45,8.8,9.56,2022-03-11
Sonora,9.04,5.04,15.78,2022-03-11
Michoacán de Ocampo,8.97,6.48,16.66,2022-03-11
Nayarit,8.69,8.57,0,2022-03-11
Zacatecas,8.13,3.6,11.11,2022-03-11
San Luis Potosí,7.58,3.03,10.34,2022-03-11
Baja California,7.11,5.26,0,2022-03-11
Guanajuato,6.77,2.45,8.69,2022-03-11
Morelos,6.28,13.33,0,2022-03-11
Quintana Roo,4.19,0.63,0,2022-03-11
Tabasco,4.18,3.6,15.71,2022-03-11
Guerrero,3.79,1.79,0,2022-03-11
Chiapas,3.53,2,0,2022-03-11
Yucatán,2.59,4.76,8,2022-03-11
Campeche,0.52,1.8,0,2022-03-11
Aguascalientes,34.32,11.32,40,2022-03-12
Nuevo León,24.08,12.6,24.26,2022-03-12
Colima,21.05,12.9,0,2022-03-12
Querétaro,17.24,13.33,100,2022-03-12
Tlaxcala,16.17,35.71,0,2022-03-12
Durango,15,0,8.57,2022-03-12
Veracruz de Ignacio de La Llave,14.58,13.41,16.66,2022-03-12
Coahuila de Zaragoza,14.53,3.84,11.11,2022-03-12
Baja California Sur,14.47,7.84,0,2022-03-12
Oaxaca,14.45,15.47,26.66,2022-03-12
Sonora,13.72,5.31,0,2022-03-12
Chihuahua,13.29,3.59,8.69,2022-03-12
Ciudad de México,12.94,8.86,18.97,2022-03-12
Sinaloa,12.5,2.17,3.92,2022-03-12
Tamaulipas,10.54,6.12,17.64,2022-03-12
Puebla,10.36,6.61,22.91,2022-03-12
Jalisco,9.5,6.7,11.39,2022-03-12
Hidalgo,9.47,0,0,2022-03-12
Michoacán de Ocampo,8.07,5.08,16.66,2022-03-12
Nayarit,7.6,8.33,0,2022-03-12
Guanajuato,7.34,2.45,7.4,2022-03-12
Zacatecas,6.97,2.7,11.11,2022-03-12
México,6.9,6.35,6.15,2022-03-12
Baja California,6.37,4.84,50,2022-03-12
San Luis Potosí,5.09,2.8,8.1,2022-03-12
Morelos,5,13.72,0,2022-03-12
Quintana Roo,4.86,0.63,0,2022-03-12
Tabasco,4.27,2.5,8.88,2022-03-12
Chiapas,3.96,1.67,0,2022-03-12
Guerrero,3.94,1.91,0,2022-03-12
Yucatán,2.59,4.21,8,2022-03-12
Campeche,0.56,1.8,0,2022-03-12
Nuevo León,33.51,12.88,22.03,2022-03-13
Aguascalientes,32.39,12.62,38.09,2022-03-13
Tlaxcala,16.17,42.85,0,2022-03-13
Chihuahua,15.33,4.41,11.42,2022-03-13
Durango,15,0,6.66,2022-03-13
Colima,14.63,11.9,0,2022-03-13
Querétaro,14.52,13.33,100,2022-03-13
Veracruz de Ignacio de La Llave,14.4,11.37,14.89,2022-03-13
Ciudad de México,13.51,8.4,16.17,2022-03-13
Sinaloa,11.96,1.44,1.96,2022-03-13
Baja California Sur,11.84,6.89,0,2022-03-13
Coahuila de Zaragoza,11.76,3.77,11.11,2022-03-13
Sonora,11.72,5.74,0,2022-03-13
Tamaulipas,11.04,4.96,10.41,2022-03-13
Puebla,10.46,5.43,21.73,2022-03-13
Hidalgo,10.37,3.84,7.69,2022-03-13
Jalisco,10.18,6,10.75,2022-03-13
Oaxaca,9.55,15.66,16.66,2022-03-13
Nayarit,8.69,8.33,0,2022-03-13
Michoacán de Ocampo,7.46,5.58,33.33,2022-03-13
San Luis Potosí,7.14,2.8,10.52,2022-03-13
México,7.09,6.72,7.63,2022-03-13
Zacatecas,6.97,2.7,11.11,2022-03-13
Guerrero,6.37,1.91,0,2022-03-13
Baja California,6.21,5.2,16.12,2022-03-13
Morelos,6.11,13.72,0,2022-03-13
Guanajuato,6.09,1.99,7.4,2022-03-13
Quintana Roo,4.86,0.63,0,2022-03-13
Chiapas,3.65,1.99,0,2022-03-13
Tabasco,2.73,5.52,9.8,2022-03-13
Yucatán,2.13,3.15,8,2022-03-13
Campeche,0.78,2.77,0,2022-03-13
Aguascalientes,43.13,16,44.44,2022-03-14
Colima,25.71,9.25,0,2022-03-14
Nuevo León,25.34,12.27,23.42,2022-03-14
Ciudad de México,20.79,15.09,25.13,2022-03-14
Tlaxcala,18.51,50,0,2022-03-14
Querétaro,17.94,12,100,2022-03-14
Veracruz de Ignacio de La Llave,14.14,10.31,11.53,2022-03-14
Durango,13.26,1.09,4.54,2022-03-14
Chihuahua,13.21,6.28,11.42,2022-03-14
Hidalgo,12.85,2.97,7.69,2022-03-14
Zacatecas,12.79,2.7,11.11,2022-03-14
Sinaloa,12.79,0.9,3.22,2022-03-14
Baja California Sur,12.65,7.27,0,2022-03-14
Sonora,12.05,4.83,5.55,2022-03-14
Puebla,10.93,5.8,25,2022-03-14
Baja California,10.24,4.26,0,2022-03-14
Tamaulipas,10.1,5.29,9.43,2022-03-14
Jalisco,9.68,5.05,9.49,2022-03-14
Coahuila de Zaragoza,8.98,2.72,11.11,2022-03-14
Oaxaca,8.6,10.71,0,2022-03-14
Nayarit,7.6,5.71,0,2022-03-14
México,7.09,7.64,9.16,2022-03-14
Guerrero,6.86,1.91,0,2022-03-14
Michoacán de Ocampo,6.81,5.52,28.57,2022-03-14
San Luis Potosí,6.72,4.08,11.11,2022-03-14
Morelos,6.66,13.72,0,2022-03-14
Guanajuato,5.81,1.97,7.4,2022-03-14
Quintana Roo,4.86,0.63,0,2022-03-14
Chiapas,4.08,1.65,0,2022-03-14
Tabasco,3.4,2.65,14.08,2022-03-14
Yucatán,1.98,3.22,4,2022-03-14
Campeche,0.47,0,0,2022-03-14
Aguascalientes,44.68,15.18,38.88,2022-03-15
Nuevo León,27.31,12.14,24.56,2022-03-15
Colima,23.88,10.52,0,2022-03-15
Ciudad de México,20.93,15.05,25.13,2022-03-15
Querétaro,18.34,12.67,100,2022-03-15
Oaxaca,15.11,9.43,0,2022-03-15
Veracruz de Ignacio de La Llave,14.49,9.52,15.09,2022-03-15
Zacatecas,12.79,2.67,11.11,2022-03-15
Sinaloa,12.55,4.09,8.1,2022-03-15
Durango,12,3.37,6.66,2022-03-15
Baja California Sur,11.76,7.5,0,2022-03-15
Hidalgo,11.73,3.84,7.69,2022-03-15
Tlaxcala,11.53,50,0,2022-03-15
Sonora,11.5,5.78,10,2022-03-15
Chihuahua,11.49,5.94,10.25,2022-03-15
Puebla,11.19,4.64,21.73,2022-03-15
Coahuila de Zaragoza,10.79,2.29,9.09,2022-03-15
Tamaulipas,10.12,4.08,7.69,2022-03-15
Jalisco,9.6,4.8,8.86,2022-03-15
Guerrero,8.37,1.26,0,2022-03-15
Baja California,8.36,3.13,0,2022-03-15
México,6.8,7.57,9.09,2022-03-15
Michoacán de Ocampo,6.5,5.58,37.5,2022-03-15
Guanajuato,6.11,1.82,7.4,2022-03-15
San Luis Potosí,6,2.08,0,2022-03-15
Quintana Roo,5.55,0,0,2022-03-15
Nayarit,5.49,5.55,0,2022-03-15
Morelos,4.97,12,0,2022-03-15
Tabasco,3.9,2.67,14.08,2022-03-15
Chiapas,3.79,0.8,0,2022-03-15
Yucatán,1.53,3.6,4,2022-03-15
Campeche,0.6,0,0,2022-03-15
Aguascalientes,44.89,12.98,27.77,2022-03-16
Nuevo León,26.45,9.67,25.43,2022-03-16
Ciudad de México,20.65,15.83,28.18,2022-03-16
Durango,18.47,1.56,12,2022-03-16
Colima,18.18,6.89,0,2022-03-16
Chihuahua,18.07,4.7,22.85,2022-03-16
Querétaro,15.09,14.7,100,2022-03-16
Baja California Sur,13.72,10.71,0,2022-03-16
Sinaloa,12.69,3.92,7.69,2022-03-16
Tlaxcala,11.76,40.74,0,2022-03-16
Veracruz de Ignacio de La Llave,11,6.6,9.43,2022-03-16
Puebla,10.92,5.02,21.73,2022-03-16
Jalisco,10.56,4.9,9.03,2022-03-16
Zacatecas,10.46,2.67,11.11,2022-03-16
Sonora,10.13,5.08,10.52,2022-03-16
Coahuila de Zaragoza,9.91,1.43,0,2022-03-16
Tamaulipas,9.09,2.01,5.76,2022-03-16
Guerrero,8.82,0,0,2022-03-16
Oaxaca,8.79,8.06,0,2022-03-16
Hidalgo,8.69,3.26,0,2022-03-16
Baja California,7.58,4.47,0,2022-03-16
Michoacán de Ocampo,6.82,3.93,37.5,2022-03-16
México,6.22,6.71,6.87,2022-03-16
Nayarit,5.37,5.71,0,2022-03-16
Guanajuato,5.18,1.98,7.4,2022-03-16
Quintana Roo,4.86,0,0,2022-03-16
San Luis Potosí,4.41,1.88,0,2022-03-16
Tabasco,3.64,2.67,12.5,2022-03-16
Morelos,3.62,10.34,0,2022-03-16
Chiapas,3.53,1.6,0,2022-03-16
Yucatán,1.9,3.42,12.5,2022-03-16
Campeche,1,0,0,2022-03-16
Aguascalientes,49.09,12.67,27.77,2022-03-17
Nuevo León,21.21,10.78,25,2022-03-17
Querétaro,17.14,13.04,100,2022-03-17
Colima,16.41,7.01,0,2022-03-17
Ciudad de México,15.88,7.05,18.57,2022-03-17
Baja California Sur,14.63,7.5,0,2022-03-17
Chihuahua,12.8,4.34,20,2022-03-17
Durango,12.62,3.48,8.69,2022-03-17
Jalisco,10.72,5.16,7.05,2022-03-17
Veracruz de Ignacio de La Llave,10.33,6.39,5.88,2022-03-17
Coahuila de Zaragoza,9.85,0.72,0,2022-03-17
Oaxaca,9.78,8.19,0,2022-03-17
Baja California,9.74,5.33,14.28,2022-03-17
Tlaxcala,9.61,42.3,0,2022-03-17
Guerrero,9.35,0,0,2022-03-17
Sonora,9.04,3.47,6.25,2022-03-17
Tamaulipas,8.8,3.16,9.37,2022-03-17
Sinaloa,8.33,2.8,6.45,2022-03-17
Morelos,8.06,2.22,0,2022-03-17
Puebla,6.97,3.81,2.85,2022-03-17
Michoacán de Ocampo,6.52,5.05,37.5,2022-03-17
Quintana Roo,5.55,0,0,2022-03-17
México,5.48,7.09,8.1,2022-03-17
San Luis Potosí,4.76,2.53,0,2022-03-17
Guanajuato,4.73,2.28,7.4,2022-03-17
Zacatecas,4.7,1.78,11.11,2022-03-17
Hidalgo,4.54,0,0,2022-03-17
Tabasco,3.13,1.58,7.14,2022-03-17
Chiapas,2.85,0.38,0,2022-03-17
Nayarit,2.19,5.55,0,2022-03-17
Yucatán,1.68,2.05,4,2022-03-17
Campeche,1,1.4,5.26,2022-03-17
Aguascalientes,44.44,13.88,27.77,2022-03-18
Tlaxcala,30.76,27.27,0,2022-03-18
Nuevo León,27.46,14.2,23.91,2022-03-18
Ciudad de México,25.51,12.7,32.03,2022-03-18
Durango,18.3,2.63,8.88,2022-03-18
Puebla,17.3,9.52,0,2022-03-18
Colima,16.41,7.01,0,2022-03-18
Querétaro,14.42,17.14,100,2022-03-18
Sonora,12.64,4,11.11,2022-03-18
Baja California Sur,12.34,5,0,2022-03-18
Jalisco,12.26,6.07,7.05,2022-03-18
Chihuahua,11.3,2.95,14.28,2022-03-18
Baja California,10.98,5.59,4,2022-03-18
Veracruz de Ignacio de La Llave,10.48,5.11,7.69,2022-03-18
Oaxaca,10.34,5.35,0,2022-03-18
Coahuila de Zaragoza,10.05,0.86,0,2022-03-18
Chiapas,9.43,2.04,0,2022-03-18
Morelos,9.09,6.25,0,2022-03-18
Quintana Roo,9.09,0,0,2022-03-18
Guerrero,8.45,0.66,0,2022-03-18
Tamaulipas,7.9,2.22,6.52,2022-03-18
Sinaloa,7.69,2.58,3.22,2022-03-18
Michoacán de Ocampo,6.49,4.34,16.66,2022-03-18
Campeche,5.71,4.34,0,2022-03-18
San Luis Potosí,5.11,2.19,0,2022-03-18
Guanajuato,4.76,2.21,6.38,2022-03-18
Zacatecas,4.7,1.78,11.11,2022-03-18
Hidalgo,4.54,0,0,2022-03-18
México,4.45,6.23,8.39,2022-03-18
Tabasco,3.55,1.25,8.33,2022-03-18
Nayarit,2.32,2.85,0,2022-03-18
Yucatán,2.17,2.4,4,2022-03-18
Aguascalientes,50,10.34,0,2022-03-19
Nuevo León,37.7,5.98,13.72,2022-03-19
Colima,37.03,4.54,0,2022-03-19
Tlaxcala,28.57,20,0,2022-03-19
Jalisco,26.16,7.35,8.62,2022-03-19
